,Winner,Pegs removed
4233,1,"[[(1, 2)], [(4, 4)], [(4, 0)], [(1, 4)], [(3, 0), (0, 0)], [(2, 1)], [(3, 3)], [(2, 2), (0, 2)], [(2, 3)]]"
4234,1,"[[(2, 1)], [(4, 4), (4, 0)], [(2, 2), (2, 3)], [(1, 2), (0, 2)], [(1, 4)], [(3, 3), (3, 0)], [(0, 0)]]"
4235,1,"[[(2, 1)], [(0, 0), (3, 0), (4, 0)], [(3, 3)], [(0, 2)], [(2, 3)], [(4, 4), (1, 4)], [(1, 2), (2, 2)]]"
4236,1,"[[(3, 0), (3, 3)], [(1, 2), (1, 4)], [(2, 3)], [(2, 2), (2, 1)], [(4, 0), (0, 0)], [(4, 4)], [(0, 2)]]"
4237,1,"[[(0, 0), (0, 2)], [(1, 2), (1, 4)], [(2, 2), (2, 1), (2, 3)], [(4, 4)], [(3, 0)], [(4, 0)], [(3, 3)]]"
4238,2,"[[(0, 2)], [(4, 0)], [(1, 2)], [(2, 2)], [(2, 1), (2, 3)], [(3, 0)], [(1, 4)], [(0, 0)], [(4, 4)], [(3, 3)]]"
4239,1,"[[(2, 3), (2, 1), (2, 2)], [(4, 4), (4, 0)], [(3, 3)], [(1, 2)], [(3, 0)], [(1, 4)], [(0, 0), (0, 2)]]"
4240,1,"[[(2, 2), (0, 2)], [(1, 4), (4, 4)], [(1, 2)], [(3, 0)], [(2, 1)], [(2, 3), (3, 3)], [(0, 0), (4, 0)]]"
4241,1,"[[(2, 1)], [(4, 0), (4, 4)], [(3, 3), (2, 3)], [(0, 2), (1, 2), (2, 2)], [(0, 0)], [(3, 0)], [(1, 4)]]"
4242,1,"[[(4, 4), (1, 4)], [(3, 0), (4, 0), (0, 0)], [(2, 1)], [(3, 3), (2, 3)], [(0, 2), (1, 2), (2, 2)]]"
4243,2,"[[(2, 1)], [(2, 2)], [(4, 4)], [(4, 0)], [(0, 2), (0, 0)], [(3, 0)], [(2, 3)], [(1, 2)], [(3, 3)], [(1, 4)]]"
4244,2,"[[(1, 2)], [(3, 3)], [(2, 3), (2, 1)], [(0, 0), (4, 0)], [(4, 4)], [(3, 0)], [(1, 4)], [(0, 2), (2, 2)]]"
4245,2,"[[(3, 3)], [(4, 0), (4, 4)], [(1, 4)], [(3, 0)], [(2, 2)], [(2, 1)], [(0, 0)], [(1, 2)], [(2, 3)], [(0, 2)]]"
4246,1,"[[(3, 3)], [(0, 2), (0, 0)], [(4, 0), (3, 0)], [(2, 3)], [(1, 4), (1, 2)], [(4, 4)], [(2, 1), (2, 2)]]"
4247,2,"[[(1, 4)], [(3, 3), (3, 0)], [(4, 0), (4, 4)], [(2, 3)], [(2, 2), (1, 2)], [(0, 2)], [(0, 0)], [(2, 1)]]"
4248,1,"[[(1, 4), (1, 2)], [(4, 4)], [(0, 0), (0, 2)], [(2, 1)], [(3, 3), (2, 3)], [(2, 2)], [(3, 0), (4, 0)]]"
4249,1,"[[(3, 3), (3, 0)], [(2, 1)], [(0, 0)], [(1, 4)], [(4, 4)], [(0, 2)], [(2, 2), (2, 3)], [(1, 2)], [(4, 0)]]"
4250,1,"[[(1, 4), (1, 2)], [(3, 3), (3, 0)], [(0, 0), (0, 2)], [(4, 0), (4, 4)], [(2, 1), (2, 2), (2, 3)]]"
4251,1,"[[(4, 4)], [(1, 4)], [(2, 3), (3, 3)], [(1, 2)], [(2, 2)], [(4, 0)], [(2, 1)], [(0, 0), (0, 2)], [(3, 0)]]"
4252,1,"[[(2, 3), (2, 1), (2, 2)], [(3, 3)], [(0, 2)], [(4, 0)], [(0, 0), (3, 0)], [(4, 4)], [(1, 2), (1, 4)]]"
4253,1,"[[(1, 4)], [(3, 3), (2, 3)], [(3, 0)], [(4, 0)], [(2, 1), (2, 2)], [(0, 0)], [(0, 2)], [(1, 2)], [(4, 4)]]"
4254,2,"[[(1, 2), (1, 4)], [(4, 4)], [(4, 0)], [(3, 0)], [(2, 2), (0, 2)], [(2, 1)], [(2, 3), (3, 3)], [(0, 0)]]"
4255,2,"[[(3, 3)], [(4, 0), (4, 4)], [(2, 3)], [(3, 0), (0, 0)], [(2, 2), (0, 2)], [(1, 2)], [(2, 1)], [(1, 4)]]"
4256,1,"[[(2, 1)], [(0, 0)], [(1, 4)], [(1, 2)], [(2, 2), (0, 2)], [(4, 0)], [(4, 4)], [(2, 3)], [(3, 0), (3, 3)]]"
4257,2,"[[(2, 3)], [(2, 2)], [(3, 3)], [(3, 0)], [(2, 1)], [(1, 2), (1, 4)], [(4, 0)], [(0, 2)], [(4, 4)], [(0, 0)]]"
4258,2,"[[(3, 3), (3, 0)], [(0, 0), (0, 2)], [(1, 4)], [(2, 2), (2, 3), (2, 1)], [(1, 2)], [(4, 0), (4, 4)]]"
4259,1,"[[(2, 3), (3, 3)], [(0, 0), (4, 0), (3, 0)], [(1, 4)], [(4, 4)], [(1, 2)], [(0, 2)], [(2, 1), (2, 2)]]"
4260,2,"[[(2, 2), (2, 3), (2, 1)], [(4, 4), (4, 0)], [(1, 2)], [(3, 0)], [(1, 4)], [(0, 0)], [(3, 3)], [(0, 2)]]"
4261,1,"[[(3, 3), (2, 3)], [(4, 0), (4, 4)], [(1, 4)], [(0, 2), (2, 2), (1, 2)], [(0, 0)], [(3, 0)], [(2, 1)]]"
4262,2,"[[(0, 0), (0, 2)], [(4, 0)], [(1, 4)], [(1, 2)], [(2, 1), (2, 2), (2, 3)], [(3, 0)], [(3, 3)], [(4, 4)]]"
4263,2,"[[(2, 1)], [(4, 4), (1, 4)], [(2, 3)], [(0, 2), (0, 0)], [(3, 0)], [(4, 0)], [(3, 3)], [(1, 2), (2, 2)]]"
4264,2,"[[(1, 2)], [(3, 3)], [(4, 0), (0, 0)], [(3, 0)], [(2, 1), (2, 2)], [(0, 2)], [(2, 3)], [(1, 4), (4, 4)]]"
4265,1,"[[(0, 2), (0, 0)], [(3, 3), (2, 3)], [(3, 0)], [(4, 0)], [(1, 4), (1, 2)], [(2, 2), (2, 1)], [(4, 4)]]"
4266,2,"[[(0, 2), (0, 0)], [(3, 0)], [(4, 0)], [(2, 3), (3, 3)], [(1, 4)], [(2, 1)], [(4, 4)], [(1, 2), (2, 2)]]"
4267,1,"[[(2, 3)], [(2, 1)], [(4, 4)], [(3, 3)], [(4, 0)], [(0, 0), (3, 0)], [(0, 2)], [(2, 2)], [(1, 2), (1, 4)]]"
4268,1,"[[(3, 0)], [(2, 1)], [(3, 3), (2, 3)], [(1, 2)], [(0, 2)], [(0, 0)], [(4, 4), (1, 4)], [(4, 0)], [(2, 2)]]"
4269,1,"[[(2, 2), (0, 2)], [(1, 2)], [(2, 3)], [(1, 4)], [(2, 1)], [(0, 0)], [(4, 4)], [(4, 0)], [(3, 0), (3, 3)]]"
4270,2,"[[(0, 2), (0, 0)], [(2, 1), (2, 3)], [(4, 4), (4, 0)], [(3, 3)], [(2, 2)], [(1, 4)], [(3, 0)], [(1, 2)]]"
4271,2,"[[(3, 3), (2, 3)], [(3, 0)], [(1, 4), (4, 4)], [(0, 0)], [(0, 2)], [(2, 1)], [(4, 0)], [(1, 2), (2, 2)]]"
4272,1,"[[(1, 2), (1, 4)], [(4, 0), (4, 4)], [(0, 0)], [(2, 3), (3, 3)], [(0, 2), (2, 2)], [(2, 1)], [(3, 0)]]"
4273,1,"[[(4, 4), (1, 4)], [(2, 2)], [(1, 2)], [(2, 1)], [(0, 2)], [(2, 3), (3, 3)], [(0, 0), (3, 0), (4, 0)]]"
4274,2,"[[(4, 4), (4, 0)], [(1, 4)], [(3, 3), (2, 3)], [(0, 0)], [(3, 0)], [(1, 2)], [(2, 2), (2, 1)], [(0, 2)]]"
4275,2,"[[(0, 2), (2, 2), (1, 2)], [(2, 1)], [(2, 3)], [(4, 0), (3, 0)], [(1, 4)], [(3, 3)], [(0, 0)], [(4, 4)]]"
4276,1,"[[(4, 4), (4, 0)], [(1, 4)], [(2, 1), (2, 2)], [(0, 2)], [(1, 2)], [(3, 3), (2, 3)], [(0, 0), (3, 0)]]"
4277,2,"[[(3, 3)], [(3, 0)], [(0, 2)], [(0, 0)], [(2, 3)], [(2, 2)], [(1, 2)], [(2, 1)], [(4, 0)], [(1, 4), (4, 4)]]"
4278,1,"[[(3, 3), (3, 0)], [(2, 3)], [(0, 2)], [(2, 1)], [(1, 4)], [(4, 0), (4, 4)], [(1, 2)], [(2, 2)], [(0, 0)]]"
4279,1,"[[(2, 2), (0, 2)], [(2, 3)], [(1, 4), (1, 2)], [(0, 0)], [(4, 0)], [(2, 1)], [(3, 0)], [(4, 4)], [(3, 3)]]"
4280,1,"[[(0, 0)], [(3, 3), (2, 3)], [(2, 1)], [(4, 4)], [(4, 0), (3, 0)], [(0, 2)], [(1, 2)], [(1, 4)], [(2, 2)]]"
4281,1,"[[(4, 4), (1, 4)], [(2, 2), (2, 3)], [(2, 1)], [(3, 3)], [(0, 0)], [(1, 2), (0, 2)], [(3, 0), (4, 0)]]"
4282,1,"[[(0, 2), (2, 2)], [(3, 3)], [(4, 4)], [(2, 3)], [(1, 2)], [(3, 0)], [(2, 1)], [(1, 4)], [(0, 0), (4, 0)]]"
4283,1,"[[(3, 0), (4, 0), (0, 0)], [(0, 2)], [(2, 2), (1, 2)], [(1, 4)], [(4, 4)], [(3, 3), (2, 3)], [(2, 1)]]"
4284,2,"[[(4, 0)], [(3, 3), (2, 3)], [(2, 2), (2, 1)], [(1, 4)], [(4, 4)], [(0, 0)], [(3, 0)], [(0, 2), (1, 2)]]"
4285,2,"[[(2, 2)], [(4, 4), (4, 0)], [(0, 2)], [(1, 2)], [(0, 0)], [(2, 1), (2, 3)], [(1, 4)], [(3, 0), (3, 3)]]"
4286,2,"[[(3, 0)], [(1, 4)], [(4, 0), (4, 4)], [(2, 1)], [(0, 0)], [(2, 2), (0, 2)], [(1, 2)], [(2, 3), (3, 3)]]"
4287,1,"[[(2, 2), (2, 1), (2, 3)], [(4, 0), (4, 4)], [(0, 0), (0, 2)], [(3, 3), (3, 0)], [(1, 2), (1, 4)]]"
4288,1,"[[(1, 4), (4, 4)], [(3, 3)], [(2, 3)], [(1, 2)], [(3, 0)], [(2, 1)], [(2, 2)], [(4, 0)], [(0, 0), (0, 2)]]"
4289,1,"[[(0, 2), (0, 0)], [(2, 3)], [(4, 0)], [(3, 3)], [(1, 4), (1, 2)], [(2, 2)], [(2, 1)], [(3, 0)], [(4, 4)]]"
4290,2,"[[(3, 3), (2, 3)], [(2, 1)], [(2, 2)], [(0, 0), (4, 0)], [(4, 4), (1, 4)], [(0, 2)], [(3, 0)], [(1, 2)]]"
4291,2,"[[(2, 1), (2, 3)], [(0, 2)], [(3, 3)], [(3, 0), (4, 0), (0, 0)], [(2, 2)], [(1, 4)], [(4, 4)], [(1, 2)]]"
4292,1,"[[(1, 4)], [(0, 2), (1, 2), (2, 2)], [(0, 0)], [(4, 0), (3, 0)], [(3, 3)], [(2, 3), (2, 1)], [(4, 4)]]"
4293,1,"[[(0, 0)], [(4, 4)], [(3, 3), (2, 3)], [(3, 0)], [(1, 4)], [(4, 0)], [(0, 2)], [(2, 1)], [(1, 2), (2, 2)]]"
4294,2,"[[(4, 4), (1, 4)], [(2, 2), (2, 3), (2, 1)], [(1, 2)], [(0, 2)], [(3, 0), (0, 0), (4, 0)], [(3, 3)]]"
4295,2,"[[(2, 2), (0, 2)], [(0, 0)], [(3, 3)], [(1, 4)], [(1, 2)], [(3, 0)], [(2, 1), (2, 3)], [(4, 0), (4, 4)]]"
4296,1,"[[(4, 0)], [(1, 2), (0, 2), (2, 2)], [(4, 4)], [(3, 3), (3, 0)], [(1, 4)], [(0, 0)], [(2, 1), (2, 3)]]"
4297,1,"[[(3, 3)], [(2, 1)], [(4, 4), (4, 0)], [(0, 2)], [(2, 2)], [(0, 0)], [(3, 0)], [(2, 3)], [(1, 2), (1, 4)]]"
4298,1,"[[(0, 2)], [(0, 0)], [(1, 4)], [(1, 2)], [(4, 4)], [(3, 0), (4, 0)], [(2, 2)], [(2, 3), (3, 3)], [(2, 1)]]"
4299,1,"[[(0, 2), (2, 2), (1, 2)], [(1, 4)], [(2, 3)], [(4, 4)], [(2, 1)], [(3, 3)], [(0, 0), (3, 0), (4, 0)]]"
4300,2,"[[(2, 2), (2, 1)], [(0, 2), (0, 0)], [(3, 0)], [(1, 2), (1, 4)], [(2, 3)], [(4, 4)], [(4, 0)], [(3, 3)]]"
4301,2,"[[(2, 2), (0, 2)], [(4, 0), (4, 4)], [(2, 1)], [(1, 4)], [(1, 2)], [(2, 3)], [(0, 0)], [(3, 0), (3, 3)]]"
4302,1,"[[(3, 3)], [(3, 0)], [(4, 0)], [(2, 3)], [(2, 1)], [(2, 2)], [(0, 0), (0, 2)], [(1, 2)], [(1, 4), (4, 4)]]"
4303,2,"[[(4, 0), (4, 4)], [(0, 2), (0, 0)], [(1, 4)], [(2, 3)], [(2, 1)], [(1, 2)], [(2, 2)], [(3, 0), (3, 3)]]"
4304,1,"[[(2, 2)], [(1, 4)], [(2, 3)], [(0, 0)], [(1, 2)], [(2, 1)], [(0, 2)], [(4, 0)], [(3, 3)], [(3, 0)], [(4, 4)]]"
4305,2,"[[(3, 0), (0, 0), (4, 0)], [(2, 1)], [(3, 3)], [(4, 4)], [(1, 4)], [(0, 2)], [(1, 2), (2, 2)], [(2, 3)]]"
4306,1,"[[(0, 0)], [(2, 2)], [(3, 3), (2, 3)], [(3, 0)], [(2, 1)], [(0, 2)], [(4, 0)], [(4, 4), (1, 4)], [(1, 2)]]"
4307,1,"[[(1, 2)], [(2, 1)], [(0, 2)], [(2, 2)], [(1, 4)], [(0, 0), (4, 0), (3, 0)], [(2, 3)], [(4, 4)], [(3, 3)]]"
4308,2,"[[(2, 1), (2, 2)], [(1, 2)], [(0, 0)], [(1, 4), (4, 4)], [(2, 3)], [(0, 2)], [(3, 3)], [(3, 0), (4, 0)]]"
4309,1,"[[(3, 3)], [(4, 4), (4, 0)], [(2, 3)], [(2, 1), (2, 2)], [(1, 2)], [(0, 2)], [(3, 0)], [(1, 4)], [(0, 0)]]"
4310,1,"[[(0, 0)], [(4, 4), (4, 0)], [(3, 3)], [(0, 2)], [(1, 4)], [(1, 2), (2, 2)], [(2, 1)], [(3, 0)], [(2, 3)]]"
4311,1,"[[(3, 0), (0, 0)], [(0, 2)], [(4, 0)], [(3, 3)], [(4, 4)], [(2, 3), (2, 2), (2, 1)], [(1, 2), (1, 4)]]"
4312,2,"[[(3, 0), (4, 0), (0, 0)], [(3, 3)], [(0, 2)], [(1, 2), (2, 2)], [(1, 4)], [(2, 3)], [(4, 4)], [(2, 1)]]"
4313,2,"[[(2, 1)], [(1, 2), (1, 4)], [(0, 0), (0, 2)], [(3, 3)], [(2, 2)], [(2, 3)], [(3, 0), (4, 0)], [(4, 4)]]"
4314,1,"[[(0, 0), (4, 0)], [(4, 4)], [(3, 0)], [(2, 3)], [(2, 1)], [(1, 4)], [(2, 2)], [(3, 3)], [(0, 2), (1, 2)]]"
4315,2,"[[(0, 2)], [(4, 0), (4, 4)], [(2, 1), (2, 3)], [(3, 3)], [(0, 0)], [(1, 2), (2, 2)], [(3, 0)], [(1, 4)]]"
4316,2,"[[(4, 4)], [(1, 4)], [(2, 3)], [(2, 1)], [(3, 0), (3, 3)], [(0, 2)], [(4, 0)], [(2, 2)], [(1, 2)], [(0, 0)]]"
4317,1,"[[(3, 3)], [(3, 0)], [(2, 2)], [(4, 0), (4, 4)], [(1, 4)], [(0, 0), (0, 2)], [(2, 1)], [(1, 2)], [(2, 3)]]"
4318,2,"[[(4, 4), (1, 4)], [(3, 0), (3, 3)], [(2, 2)], [(1, 2), (0, 2)], [(2, 1)], [(0, 0)], [(4, 0)], [(2, 3)]]"
4319,2,"[[(4, 4), (1, 4)], [(2, 1)], [(2, 2)], [(0, 0), (0, 2)], [(2, 3)], [(1, 2)], [(3, 3)], [(3, 0), (4, 0)]]"
4320,1,"[[(4, 0), (0, 0)], [(1, 2), (1, 4)], [(0, 2)], [(3, 3)], [(4, 4)], [(2, 3), (2, 1), (2, 2)], [(3, 0)]]"
4321,1,"[[(4, 4), (1, 4)], [(4, 0)], [(2, 1), (2, 2), (2, 3)], [(3, 3)], [(1, 2)], [(3, 0)], [(0, 0), (0, 2)]]"
4322,2,"[[(1, 4)], [(0, 2), (2, 2), (1, 2)], [(4, 0), (3, 0)], [(2, 3)], [(0, 0)], [(2, 1)], [(4, 4)], [(3, 3)]]"
4323,1,"[[(1, 4)], [(3, 0), (4, 0)], [(0, 0), (0, 2)], [(4, 4)], [(1, 2)], [(3, 3)], [(2, 1), (2, 2), (2, 3)]]"
4324,2,"[[(2, 1)], [(2, 3), (2, 2)], [(1, 4), (4, 4)], [(0, 2)], [(0, 0)], [(3, 3)], [(1, 2)], [(3, 0), (4, 0)]]"
4325,2,"[[(2, 1)], [(1, 4)], [(3, 3), (3, 0)], [(4, 0)], [(2, 3)], [(4, 4)], [(1, 2), (2, 2)], [(0, 0), (0, 2)]]"
4326,2,"[[(0, 2), (0, 0)], [(2, 2), (1, 2)], [(4, 0), (3, 0)], [(2, 1)], [(1, 4), (4, 4)], [(2, 3), (3, 3)]]"
4327,1,"[[(2, 2)], [(1, 4)], [(0, 0), (0, 2)], [(4, 0), (3, 0)], [(2, 3)], [(3, 3)], [(1, 2)], [(4, 4)], [(2, 1)]]"
4328,1,"[[(2, 1)], [(3, 0)], [(4, 0)], [(2, 2)], [(0, 0)], [(1, 2)], [(3, 3)], [(1, 4)], [(2, 3)], [(4, 4)], [(0, 2)]]"
4329,1,"[[(4, 0)], [(3, 3), (3, 0)], [(0, 0)], [(1, 2), (1, 4)], [(2, 3), (2, 1), (2, 2)], [(0, 2)], [(4, 4)]]"
4330,2,"[[(2, 3)], [(4, 0)], [(1, 2)], [(1, 4), (4, 4)], [(0, 0), (3, 0)], [(2, 2), (2, 1)], [(3, 3)], [(0, 2)]]"
4331,1,"[[(2, 3), (3, 3)], [(1, 4), (4, 4)], [(2, 1)], [(0, 0)], [(4, 0)], [(3, 0)], [(0, 2), (1, 2), (2, 2)]]"
4332,2,"[[(2, 3), (2, 2), (2, 1)], [(3, 3)], [(4, 0)], [(0, 2)], [(4, 4)], [(1, 4)], [(1, 2)], [(0, 0), (3, 0)]]"
4333,2,"[[(1, 2), (1, 4)], [(4, 4)], [(2, 1)], [(2, 2)], [(2, 3)], [(0, 2)], [(4, 0), (0, 0)], [(3, 0), (3, 3)]]"
4334,1,"[[(2, 1)], [(4, 0)], [(4, 4)], [(0, 2), (0, 0)], [(2, 2)], [(3, 0), (3, 3)], [(1, 2)], [(2, 3)], [(1, 4)]]"
4335,1,"[[(2, 1)], [(4, 0)], [(0, 2)], [(2, 2), (2, 3)], [(1, 2)], [(1, 4)], [(4, 4)], [(0, 0)], [(3, 0), (3, 3)]]"
4336,2,"[[(2, 3), (3, 3)], [(2, 1)], [(0, 2)], [(4, 0), (3, 0)], [(2, 2)], [(4, 4)], [(0, 0)], [(1, 2), (1, 4)]]"
4337,2,"[[(2, 1)], [(4, 4)], [(4, 0)], [(1, 4)], [(2, 2), (1, 2), (0, 2)], [(3, 0)], [(0, 0)], [(2, 3), (3, 3)]]"
4338,1,"[[(0, 2), (1, 2)], [(4, 4), (1, 4)], [(2, 3)], [(3, 3), (3, 0)], [(4, 0)], [(0, 0)], [(2, 1), (2, 2)]]"
4339,2,"[[(1, 4), (1, 2)], [(3, 3)], [(2, 2)], [(0, 0)], [(0, 2)], [(3, 0)], [(2, 3), (2, 1)], [(4, 0), (4, 4)]]"
4340,1,"[[(2, 3)], [(4, 4)], [(3, 3), (3, 0)], [(2, 2), (0, 2)], [(1, 4)], [(2, 1)], [(0, 0)], [(1, 2)], [(4, 0)]]"
4341,2,"[[(3, 3)], [(1, 4), (1, 2)], [(3, 0)], [(4, 0), (4, 4)], [(2, 2)], [(2, 3)], [(2, 1)], [(0, 0), (0, 2)]]"
4342,1,"[[(3, 0)], [(1, 4)], [(2, 3), (3, 3)], [(0, 2), (1, 2)], [(0, 0)], [(2, 2)], [(4, 0)], [(4, 4)], [(2, 1)]]"
4343,1,"[[(3, 3)], [(2, 2), (2, 1)], [(2, 3)], [(4, 4), (4, 0)], [(0, 2)], [(3, 0), (0, 0)], [(1, 2), (1, 4)]]"
4344,1,"[[(2, 1)], [(0, 0)], [(2, 3), (2, 2)], [(1, 4)], [(1, 2)], [(3, 3)], [(0, 2)], [(3, 0), (4, 0)], [(4, 4)]]"
4345,2,"[[(4, 4)], [(1, 4)], [(0, 0)], [(0, 2)], [(1, 2)], [(2, 3)], [(3, 3), (3, 0)], [(2, 2)], [(2, 1)], [(4, 0)]]"
4346,2,"[[(4, 0)], [(3, 3)], [(1, 4)], [(1, 2)], [(3, 0), (0, 0)], [(4, 4)], [(2, 2)], [(2, 3)], [(2, 1)], [(0, 2)]]"
4347,1,"[[(2, 1)], [(1, 4), (1, 2)], [(2, 2), (2, 3)], [(3, 3)], [(4, 0), (4, 4)], [(3, 0), (0, 0)], [(0, 2)]]"
4348,2,"[[(2, 1), (2, 2), (2, 3)], [(4, 4), (1, 4)], [(3, 3)], [(1, 2)], [(3, 0), (0, 0), (4, 0)], [(0, 2)]]"
4349,2,"[[(2, 3), (2, 1)], [(1, 4), (4, 4)], [(3, 3)], [(4, 0)], [(0, 0), (3, 0)], [(0, 2), (1, 2), (2, 2)]]"
4350,2,"[[(2, 2), (2, 3), (2, 1)], [(3, 3)], [(4, 0), (4, 4)], [(1, 2), (1, 4)], [(0, 2), (0, 0)], [(3, 0)]]"
4351,2,"[[(3, 3), (2, 3)], [(2, 2), (1, 2)], [(0, 2)], [(1, 4)], [(0, 0)], [(3, 0)], [(2, 1)], [(4, 0), (4, 4)]]"
4352,1,"[[(2, 2), (2, 1), (2, 3)], [(4, 0)], [(0, 0)], [(3, 3), (3, 0)], [(1, 2), (1, 4)], [(4, 4)], [(0, 2)]]"
4353,1,"[[(0, 2), (1, 2), (2, 2)], [(3, 0)], [(4, 0)], [(2, 3), (2, 1)], [(1, 4), (4, 4)], [(0, 0)], [(3, 3)]]"
4354,1,"[[(0, 0), (3, 0)], [(3, 3)], [(4, 0), (4, 4)], [(1, 4)], [(2, 1)], [(2, 3)], [(0, 2), (1, 2), (2, 2)]]"
4355,1,"[[(2, 3)], [(1, 2), (2, 2)], [(2, 1)], [(4, 4), (4, 0)], [(0, 0)], [(1, 4)], [(3, 0)], [(0, 2)], [(3, 3)]]"
4356,2,"[[(2, 1), (2, 2), (2, 3)], [(1, 2), (1, 4)], [(0, 0), (0, 2)], [(4, 4)], [(3, 3)], [(3, 0), (4, 0)]]"
4357,2,"[[(1, 2), (2, 2), (0, 2)], [(4, 0), (4, 4)], [(0, 0), (3, 0)], [(1, 4)], [(2, 1)], [(2, 3), (3, 3)]]"
4358,1,"[[(1, 4), (4, 4)], [(0, 2), (0, 0)], [(4, 0)], [(3, 3), (2, 3)], [(3, 0)], [(2, 1)], [(1, 2), (2, 2)]]"
4359,2,"[[(2, 3)], [(3, 3)], [(0, 0)], [(1, 2)], [(2, 2)], [(3, 0)], [(0, 2)], [(4, 0), (4, 4)], [(1, 4)], [(2, 1)]]"
4360,2,"[[(2, 1)], [(2, 3), (3, 3)], [(1, 4)], [(4, 0), (0, 0)], [(2, 2), (0, 2)], [(3, 0)], [(1, 2)], [(4, 4)]]"
4361,1,"[[(2, 1)], [(4, 4)], [(1, 4)], [(1, 2), (0, 2)], [(4, 0)], [(2, 3)], [(0, 0)], [(2, 2)], [(3, 0), (3, 3)]]"
4362,1,"[[(2, 1), (2, 2), (2, 3)], [(4, 4)], [(4, 0)], [(3, 3)], [(0, 2), (0, 0)], [(3, 0)], [(1, 2), (1, 4)]]"
4363,2,"[[(4, 4), (4, 0)], [(2, 2), (0, 2)], [(2, 1)], [(1, 2)], [(1, 4)], [(3, 3), (3, 0)], [(0, 0)], [(2, 3)]]"
4364,2,"[[(4, 0), (0, 0)], [(2, 1)], [(2, 3)], [(3, 3)], [(0, 2)], [(4, 4), (1, 4)], [(2, 2), (1, 2)], [(3, 0)]]"
4365,2,"[[(0, 0), (0, 2)], [(3, 0), (3, 3)], [(4, 4)], [(4, 0)], [(2, 2), (2, 1), (2, 3)], [(1, 2), (1, 4)]]"
4366,1,"[[(4, 4)], [(3, 0), (3, 3)], [(2, 3)], [(0, 2), (2, 2)], [(1, 4), (1, 2)], [(0, 0), (4, 0)], [(2, 1)]]"
4367,2,"[[(3, 0)], [(0, 2), (1, 2), (2, 2)], [(3, 3)], [(1, 4)], [(4, 4)], [(0, 0)], [(4, 0)], [(2, 1), (2, 3)]]"
4368,1,"[[(0, 2)], [(2, 1)], [(3, 0), (3, 3)], [(4, 0)], [(2, 3)], [(1, 4), (4, 4)], [(1, 2)], [(0, 0)], [(2, 2)]]"
4369,1,"[[(2, 2), (1, 2), (0, 2)], [(4, 4), (1, 4)], [(3, 0), (4, 0), (0, 0)], [(3, 3)], [(2, 1), (2, 3)]]"
4370,2,"[[(4, 4)], [(1, 2), (1, 4)], [(0, 2), (2, 2)], [(3, 0), (3, 3)], [(4, 0)], [(2, 3)], [(2, 1)], [(0, 0)]]"
4371,1,"[[(2, 1)], [(1, 2), (1, 4)], [(4, 4)], [(4, 0)], [(2, 2), (0, 2)], [(2, 3)], [(3, 0)], [(0, 0)], [(3, 3)]]"
4372,1,"[[(2, 1)], [(0, 0), (0, 2)], [(2, 3)], [(2, 2)], [(3, 3), (3, 0)], [(4, 4)], [(1, 2)], [(1, 4)], [(4, 0)]]"
4373,2,"[[(4, 0), (4, 4)], [(1, 4)], [(2, 1)], [(0, 0), (3, 0)], [(0, 2)], [(2, 2), (2, 3)], [(1, 2)], [(3, 3)]]"
4374,2,"[[(1, 4)], [(3, 3), (2, 3)], [(4, 4)], [(2, 2)], [(4, 0)], [(2, 1)], [(3, 0), (0, 0)], [(0, 2), (1, 2)]]"
4375,1,"[[(1, 2), (2, 2)], [(0, 0), (4, 0), (3, 0)], [(2, 1)], [(2, 3)], [(0, 2)], [(4, 4), (1, 4)], [(3, 3)]]"
4376,1,"[[(2, 3), (2, 1), (2, 2)], [(1, 2), (0, 2)], [(0, 0)], [(1, 4)], [(3, 3)], [(4, 4)], [(3, 0), (4, 0)]]"
4377,1,"[[(4, 0), (4, 4)], [(3, 3)], [(0, 2)], [(3, 0)], [(2, 3), (2, 1), (2, 2)], [(1, 4), (1, 2)], [(0, 0)]]"
4378,1,"[[(3, 3), (3, 0)], [(0, 2)], [(2, 1), (2, 3), (2, 2)], [(4, 4), (1, 4)], [(0, 0)], [(1, 2)], [(4, 0)]]"
4379,2,"[[(0, 2)], [(0, 0)], [(2, 1)], [(3, 0), (4, 0)], [(3, 3)], [(4, 4)], [(2, 3)], [(1, 2)], [(1, 4)], [(2, 2)]]"
4380,2,"[[(1, 4)], [(4, 4)], [(0, 2), (2, 2)], [(4, 0)], [(1, 2)], [(2, 3), (2, 1)], [(3, 3)], [(0, 0), (3, 0)]]"
4381,2,"[[(4, 4), (4, 0)], [(0, 2)], [(2, 2)], [(0, 0)], [(3, 0)], [(3, 3)], [(1, 2)], [(2, 1)], [(2, 3)], [(1, 4)]]"
4382,2,"[[(2, 1), (2, 2), (2, 3)], [(1, 2)], [(3, 3)], [(4, 0)], [(0, 2), (0, 0)], [(1, 4)], [(4, 4)], [(3, 0)]]"
4383,1,"[[(2, 1)], [(2, 2)], [(3, 0), (3, 3)], [(1, 2), (0, 2)], [(0, 0)], [(4, 0)], [(1, 4)], [(4, 4)], [(2, 3)]]"
4384,2,"[[(3, 0), (3, 3)], [(2, 3)], [(0, 0), (0, 2)], [(4, 0), (4, 4)], [(1, 2), (1, 4)], [(2, 1), (2, 2)]]"
